Targeted.Region.ID	Exon.Number	Gene.Sym	Chr	OriStCoordinate	OriEndCoordinate	Mean.of.LogRatio	Adjusted.Mean.of.LogRatio	SD.of.LogRatio	Median.of.LogRatio	number.bases	P.Value	Adjusted.P.Value	gain.loss	tumour.rd	normal.rd	tumour.rd.ori	normal.rd.ori	MinLogRatio	MaxLogRatio	BinNumber
9434	0	unknown	chr8	20031792	20032032	-0.371	-0.0689108542362273	0.196	-0.358	240	0.891300512447161	0.999890601729745	loss	60.684	77.245	63.304	72.963	-0.954	0.076	2
9435	0	unknown	chr8	20035854	20036094	0.262	0.277899119273265	0.243	0.292	240	0.558305896579274	0.999890601729745	gain	121.034	100	126.783	94.596	-0.474	0.738	3
9436	0	unknown	chr8	20036572	20037052	-0.415	-0.335441714213975	0.328	-0.364	480	0.485845785184111	0.999890601729745	loss	85.018	114.005	88.9	107.91	-1.349	0.261	3
9437	0	unknown	chr8	20038292	20038532	-1.583	-0.977738955954105	0.649	-1.489	240	0.107447222982689	0.999890601729745	loss	24.248	59.447	24.979	56.042	-3.218	-0.723	2
9438	0	unknown	chr8	20054864	20055104	-0.756	0.532061146759502	0.48	-0.695	240	NA	NA	gain	10.379	16.79	10.392	15.488	-1.823	0.114	1
9439	0	unknown	chr8	20061901	20062141	0.593	0.456694987900634	0.251	0.561	240	0.334914457393784	0.999890601729745	gain	171.917	112.123	180.304	106.121	0.063	1.124	3
9440	0	unknown	chr8	20066872	20067112	-0.167	-0.24436436454992	0.203	-0.195	240	0.605890011470872	0.999890601729745	loss	123.32	134.431	129.188	127.329	-0.611	0.321	3
9441	0	unknown	chr8	20067782	20068237	0.297	0.106656706140351	0.236	0.302	455	0.821828245656417	0.999890601729745	gain	170.892	139.6	179.226	132.244	-0.3	0.819	3
9442	0	unknown	chr8	20068636	20068876	0.316	0.252380362768342	0.173	0.316	240	0.59412084407872	0.999890601729745	gain	140.452	111.527	147.208	105.554	-0.194	0.613	3
9443	0	unknown	chr8	20069092	20069332	0.607	0.336245706622049	0.353	0.668	240	0.477737263769274	0.999890601729745	gain	217.531	136.951	228.283	129.725	-0.159	1.169	3
9444	0	unknown	chr8	20069540	20069780	-0.014	-0.208965791667029	0.318	-0.011	240	0.659061876683808	0.999890601729745	loss	158.349	154.517	166.033	146.425	-0.828	0.557	3
9445	0	unknown	chr8	20070233	20070473	0.662	0.322257860873503	0.285	0.74	240	0.496243149719618	0.999890601729745	gain	244.092	153.066	256.221	145.046	0.012	1.144	3
9446	0	unknown	chr8	20072283	20072523	0.129	0.473557148210018	0.233	0.136	240	0.351833604050936	0.999890601729745	gain	66.907	61.7	69.85	58.183	-0.376	0.535	2
9447	0	unknown	chr8	20073844	20074084	-0.217	-0.308297308998642	0.286	-0.165	240	0.515087446529713	0.999890601729745	loss	124.227	139.51	130.142	132.158	-1.153	0.204	3
9448	0	unknown	chr8	20074662	20074902	0.297	-0.0545139429566836	0.157	0.291	240	0.908365608806162	0.999890601729745	loss	222.871	182.066	233.9	172.617	-0.054	0.625	3
9449	0	unknown	chr8	20075607	20075847	0.089	0.0730387995226494	0.337	0.189	240	0.877441354362228	0.999890601729745	gain	120.155	112.793	125.858	106.758	-0.706	0.64	3
9450	0	unknown	chr8	20077722	20077962	0.297	0.198156264751198	0.298	0.268	240	0.675665211669113	0.999890601729745	gain	147.472	119.565	154.592	113.196	-0.464	0.886	3
9451	0	unknown	chr8	20107192	20107912	-0.605	0.493961425454906	0.82	-0.524	667	NA	NA	gain	15.966	21.136	16.268	19.619	-4.462	1.116	1
9452	0	unknown	chr8	20110273	20111113	-1.606	-0.427247826954205	1.125	-1.781	414	NA	NA	loss	10.232	22.299	10.237	20.725	-4.593	0.696	1
9453	0	unknown	chr8	20112339	20112699	-0.239	0.244110026260452	0.45	-0.174	360	0.649612573437047	0.999890601729745	gain	46.43	55.926	48.311	52.694	-1.222	0.593	2
9454	0	unknown	chr8	21549500	21550940	-0.78	-0.523081750754643	0.663	-0.73	1440	0.295096989334507	0.999890601729745	loss	61.662	86.925	64.333	82.165	-2.639	0.778	3
9455	0	unknown	chr8	21551881	21552121	-0.31	0.692887683516535	1.125	-0.535	215	0.406866197720421	0.999890601729745	gain	21.004	22.462	21.567	20.879	-3.093	1.616	1
9456	0	unknown	chr8	21560282	21560522	0.69	1.94946173322432	1.216	1.163	149	NA	NA	gain	18.104	10.376	18.517	9.389	-1.432	2.38	1
9457	0	unknown	chr8	21562446	21562686	-1.393	-0.353970327091029	0.881	-1.445	206	NA	NA	loss	11.982	28.971	12.078	27.068	-3.233	-0.02	1
9458	0	unknown	chr8	21563377	21563617	-0.868	0.0265745606885953	0.596	-0.647	196	0.972585178417861	0.999890601729745	gain	20.091	31.868	20.607	29.821	-2.33	0.147	1
9459	0	unknown	chr8	21608096	21608456	-1.528	-0.644914185332154	0.385	-1.455	323	0.400254061665475	0.999890601729745	loss	13.713	39.239	13.898	36.83	-2.561	-0.811	1
9460	0	unknown	chr8	21632464	21632644	-0.756	0.557143264607041	0.523	-0.889	178	NA	NA	gain	9.484	16.585	9.449	15.292	-1.795	0.257	1
9461	0	unknown	chr8	21640073	21640433	-1.608	-0.0929130537272038	1.13	-1.488	187	NA	NA	loss	5.579	13.111	5.342	11.989	-4.714	0.006	1
9462	0	unknown	chr8	21645612	21645732	-0.802	0.202271511198733	0.281	-0.754	55	0.808858201463131	0.999890601729745	gain	15.901	27.466	16.2	25.636	-1.29	-0.323	1
9463	0	unknown	chr8	21645734	21646334	-0.751	0.0174065854607751	0.606	-0.506	600	0.980187694005092	0.999890601729745	gain	26.152	37.814	26.982	35.475	-2.761	0.435	2
9464	0	unknown	chr8	21766771	21767491	-0.917	-0.239911770905573	0.528	-0.88	720	0.711448019434923	0.999890601729745	loss	26.494	47.859	27.342	45.025	-2.561	0.301	2
9465	0	unknown	chr8	21768155	21768395	-0.4	0.97625967557098	1.036	-0.443	168	NA	NA	gain	10.115	13.379	10.113	12.244	-2.251	2.052	1
9467	0	unknown	chr8	21769699	21770059	-2.025	-0.457408775159921	0.675	-1.722	104	NA	NA	loss	3.645	13.496	3.308	12.356	-3.057	-1.069	1
9468	0	unknown	chr8	21770960	21771200	-0.277	-0.0776979858280668	0.458	-0.212	240	0.874935589944596	0.999890601729745	loss	76.616	86.769	80.063	82.017	-1.643	0.632	3
9470	0	unknown	chr8	21823665	21823905	-0.092	-0.241124950798348	0.193	-0.072	240	0.610675576315385	0.999890601729745	loss	140.369	149.735	147.121	141.879	-0.59	0.373	3
9471	0	unknown	chr8	21824320	21824560	0.204	0.247834901895444	0.5	0.399	240	0.603840729451835	0.999890601729745	gain	117.077	94.013	122.621	88.904	-1.227	0.799	3
9472	0	unknown	chr8	21826919	21827159	-0.184	-0.413520445991013	0.256	-0.137	240	0.382606466991961	0.999890601729745	loss	157.66	173.537	165.308	164.508	-0.868	0.202	3
9473	0	unknown	chr8	21827617	21827857	-0.16	-0.281660725248748	0.267	-0.217	240	0.552046513544272	0.999890601729745	loss	133.235	144.033	139.617	136.458	-0.714	0.366	3
9474	0	unknown	chr8	21829305	21829545	0.089	-0.240082590263472	0.199	0.136	240	0.612219006618616	0.999890601729745	loss	199.341	190.902	209.15	181.017	-0.331	0.471	3
9475	0	unknown	chr8	21832112	21832352	0.295	0.286034876516941	0.399	0.365	240	0.545888970901738	0.999890601729745	gain	129.222	101.056	135.396	95.6	-1.123	0.86	3
9476	0	unknown	chr8	21833828	21834068	0.007	0.0237921064039231	0.203	-0.019	240	0.960038416836302	0.999890601729745	gain	110.541	110.168	115.746	104.263	-0.473	0.48	3
9477	0	unknown	chr8	21835196	21835436	0.47	0.155749614998397	0.252	0.443	240	0.742270179242337	0.999890601729745	gain	223.223	157.598	234.271	149.354	-0.009	0.897	3
9478	0	unknown	chr8	21837533	21837773	-0.017	-0.0919650883922435	0.258	0.048	240	0.846039346698338	0.999890601729745	loss	129.583	127.151	135.775	120.408	-0.585	0.427	3
9479	0	unknown	chr8	21839194	21839434	-0.314	-0.358673529957184	0.377	-0.291	240	0.448869844097668	0.999890601729745	loss	111.127	133.107	116.362	126.071	-1.271	0.413	3
9480	0	unknown	chr8	21840116	21840356	-0.193	-0.0168555276977726	0.188	-0.161	240	0.972629877558098	0.999890601729745	loss	79.623	90.117	83.225	85.2	-0.876	0.074	3
9481	0	unknown	chr8	21842132	21842372	-0.512	-0.0415925842911733	0.268	-0.514	240	0.937454570919556	0.999890601729745	loss	43.373	61.148	45.096	57.658	-1.434	-0.06	2
9482	0	unknown	chr8	21843028	21843268	-0.121	0.0164401952847482	0.153	-0.112	240	0.973085512526731	0.999890601729745	gain	86.111	94.807	90.05	89.658	-0.643	0.395	3
9483	0	unknown	chr8	21844598	21844838	-0.046	-0.137787239715424	0.486	-0.01	240	0.771110278835746	0.999890601729745	loss	130.589	133.361	136.833	126.313	-1.057	0.687	3
9484	0	unknown	chr8	21845210	21845450	0.019	-0.041054317074103	0.434	-0.046	240	0.930924469692397	0.999890601729745	loss	125.241	125.262	131.208	118.612	-0.947	0.687	3
9485	0	unknown	chr8	21846433	21846673	-0.208	-0.14628351740603	0.337	-0.174	240	0.760295861207316	0.999890601729745	loss	96.423	108.538	100.896	102.713	-0.954	0.346	3
9486	0	unknown	chr8	21847765	21848005	-0.258	-0.274526267531181	0.283	-0.294	240	0.562162380879936	0.999890601729745	loss	106.167	126.998	111.146	120.263	-0.758	0.325	3
9487	0	unknown	chr8	21848255	21848495	0.266	0.217237832480225	0.34	0.258	240	0.646468089097849	0.999890601729745	gain	137.133	108.752	143.717	102.917	-0.613	0.833	3
9488	0	unknown	chr8	21849311	21849551	-0.471	-0.477781712378118	0.208	-0.488	240	0.313077945488474	0.999890601729745	loss	96.629	132.822	101.112	125.8	-0.989	0.001	3
9489	0	unknown	chr8	21851797	21852037	-0.056	-0.214320107365916	0.529	-0.268	240	0.650898871728457	0.999890601729745	loss	142.984	151.549	149.871	143.604	-0.801	0.867	3
9490	0	unknown	chr8	21852935	21853175	0.265	0.140221721154273	0.391	0.246	240	0.767181927174664	0.999890601729745	gain	151.457	127.239	158.783	120.492	-0.454	1.003	3
9491	0	unknown	chr8	21856186	21856426	-0.306	-0.37637611572542	0.539	-0.352	240	0.426801057088959	0.999890601729745	loss	113.436	141.364	118.792	133.921	-1.382	0.611	3
9492	0	unknown	chr8	21856588	21856828	-0.835	-0.792425900703529	0.412	-0.656	240	0.0970085304135939	0.999890601729745	loss	78.054	133.475	81.575	126.421	-1.962	-0.161	3
9493	0	unknown	chr8	21856995	21857235	-0.44	-0.466083518613305	0.291	-0.353	240	0.325073657564297	0.999890601729745	loss	102.895	133.971	107.704	126.892	-1.601	0.03	3
9494	0	unknown	chr8	21859582	21859822	-0.52	0.0633918280189576	0.74	-0.704	240	0.915129930775412	0.999890601729745	gain	39.012	47.754	40.508	44.925	-1.895	0.829	2
9495	0	unknown	chr8	21860658	21860898	-0.707	-0.617818503959528	0.593	-0.695	240	0.200203617201807	0.999890601729745	loss	78.379	117.513	81.917	111.246	-1.99	0.194	3
9496	0	unknown	chr8	21861356	21861596	-0.003	0.176949812650696	0.265	0.06	240	0.718921233383994	0.999890601729745	gain	84.939	83.74	88.817	79.138	-0.917	0.401	3
9497	0	unknown	chr8	21862456	21863716	-0.29	-0.390316886986125	0.569	-0.187	1260	0.409875893311573	0.999890601729745	loss	128.503	139.183	134.64	131.847	-2.644	0.618	3
9498	0	unknown	chr8	21863826	21864126	-0.204	-0.443638312997925	0.297	-0.184	300	0.348915727811373	0.999890601729745	loss	159.246	177.519	166.977	168.293	-1.187	0.304	3
9499	0	unknown	chr8	21882667	21883339	-0.896	-0.166685708687229	1.253	-0.47	669	0.805942720872009	0.999890601729745	loss	27.799	40.423	28.714	37.955	-5.2	0.541	2
9500	0	unknown	chr8	21890566	21890806	-0.762	-0.328233697132204	0.902	-0.435	240	0.526170079048351	0.999890601729745	loss	45.671	65.355	47.513	61.658	-3.475	0.357	2
9501	0	unknown	chr8	21891685	21891805	-1.013	0.0708411898039498	0.474	-1.071	117	NA	NA	gain	12.258	25.78	12.368	24.034	-1.808	0.137	1
9502	0	unknown	chr8	21891917	21892157	-0.262	0.0532187502990391	0.46	-0.115	240	0.916172012403785	0.999890601729745	gain	61.979	72.998	64.667	68.925	-1.22	0.52	2
9503	0	unknown	chr8	21893899	21894290	-1.166	-0.310352235873619	1.261	-0.763	391	0.679404084031689	0.999890601729745	loss	19.711	35.69	20.207	33.455	-5.626	0.29	1
9504	0	unknown	chr8	21900336	21900793	-1.36	-0.266250376774382	1.554	-0.802	380	NA	NA	loss	14.753	22.669	14.992	21.076	-5.429	0.66	1
9505	0	unknown	chr8	21903592	21903832	-0.795	-0.0888556377108106	0.618	-0.8	240	0.893740938658413	0.999890601729745	loss	26.296	44.581	27.133	41.908	-1.922	0.29	2
9506	0	unknown	chr8	21903970	21904210	-0.761	0.0357027196087391	0.471	-0.704	240	0.960294641864399	0.999890601729745	gain	22.545	38.507	23.188	36.133	-1.659	-0.057	2
9507	0	unknown	chr8	21905432	21905792	-1.154	-0.20383499775989	0.589	-1.207	360	0.800142561540777	0.999890601729745	loss	15.455	31.956	15.731	29.906	-2.694	0.106	1
9509	0	unknown	chr8	21924512	21924752	-1.226	0.335637074548211	0.526	-0.96	53	NA	NA	gain	5.379	11.931	5.132	10.868	-2.33	-0.829	1
9510	0	unknown	chr8	21924994	21925234	-0.381	0.545368227258308	0.499	-0.327	203	0.49080836783797	0.999890601729745	gain	21.64	27.667	22.236	25.828	-2.175	0.257	1
9511	0	unknown	chr8	21926428	21926668	-0.003	1.20399036865429	0.857	-0.234	240	NA	NA	gain	15.953	15.099	16.254	13.879	-2.45	1.445	1
9512	0	unknown	chr8	21926858	21927098	-1.619	-0.678297120002305	1.135	-1.475	240	0.39634934587508	0.999890601729745	loss	14.646	33.51	14.879	31.383	-3.589	0.04	1
9513	0	unknown	chr8	21927299	21927539	-0.939	-0.192123110935643	0.653	-0.935	240	0.780235458697561	0.999890601729745	loss	25.797	40.479	26.608	38.008	-2.392	0.236	2
9514	0	unknown	chr8	21927648	21927888	-1.324	-0.250112134232809	0.76	-1.276	233	NA	NA	loss	12.72	25.947	12.854	24.193	-2.818	-0.143	1
9515	0	unknown	chr8	21929778	21929958	-1.385	-0.170418394173877	0.403	-1.303	172	NA	NA	loss	8.664	22.002	8.587	20.442	-2.233	-0.641	1
9516	0	unknown	chr8	21931172	21931412	-0.422	-0.240530001451953	0.256	-0.467	230	0.624797995695078	0.999890601729745	loss	74.234	94.023	77.557	88.913	-1.168	0.074	3
9517	0	unknown	chr8	21937602	21938467	-1.028	-0.248467563571474	0.524	-0.926	865	0.72537392398029	0.999890601729745	loss	22.001	40.803	22.616	38.317	-3.165	-0.114	2
9518	0	unknown	chr8	21938543	21938783	-0.716	0.0385435951995452	1.081	-0.624	240	0.955644444138479	0.999890601729745	gain	27.108	38.336	27.988	35.971	-4.368	0.745	2
9519	0	unknown	chr8	21938796	21939036	-0.939	-0.319899587030323	0.282	-0.933	240	0.603134819069556	0.999890601729745	loss	28.071	53.737	29	50.612	-1.472	-0.143	2
9521	0	unknown	chr8	21951869	21952109	-0.28	0.937060402817061	0.572	-0.451	199	NA	NA	gain	14.015	16.526	14.216	15.236	-1.848	0.762	1
9522	0	unknown	chr8	21953813	21954053	-0.536	0.774170756753159	0.476	-0.451	180	NA	NA	gain	11.053	15.144	11.1	13.922	-1.609	0.149	1
9523	0	unknown	chr8	21954958	21955408	-1.899	-0.761183355349587	1.72	-1.771	449	NA	NA	loss	9.499	25.302	9.465	23.579	-5.563	0.573	1
9524	0	unknown	chr8	21955519	21955879	-1.084	-0.379762058046548	0.614	-1.101	360	0.567446320639568	0.999890601729745	loss	25.525	45.575	26.322	42.853	-2.257	0.187	2
9525	0	unknown	chr8	21955910	21956151	-1.461	-0.5175815513187	0.481	-1.451	241	0.518319008685346	0.999890601729745	loss	13.293	34.648	13.456	32.465	-2.496	-0.307	1
9526	0	unknown	chr8	21956392	21956632	-1.111	-0.485201102092472	0.726	-1.092	240	0.433244173263708	0.999890601729745	loss	29.505	51.405	30.508	48.396	-2.706	0.101	2
9527	0	unknown	chr8	21956712	21956952	-1.229	-0.253466583404325	0.488	-1.38	240	0.75715556530572	0.999890601729745	loss	14.182	31.288	14.392	29.271	-2.293	-0.323	1
9528	0	unknown	chr8	21957188	21957428	-0.903	0.0568160080451494	0.612	-0.878	240	0.944127088781978	0.999890601729745	gain	16.86	29.803	17.208	27.858	-2.066	0.162	1
9529	0	unknown	chr8	21958056	21958296	-1.638	-0.467161846300105	0.602	-1.724	216	NA	NA	loss	7.925	25.033	7.81	23.324	-2.535	0.813	1
9530	0	unknown	chr8	21958298	21958478	-0.287	0.292022094713892	0.421	-0.364	180	0.622008761133814	0.999890601729745	gain	39.046	48.347	40.544	45.489	-1.333	0.559	2
9531	0	unknown	chr8	21958875	21959115	-1.142	-0.333250076096056	0.522	-1.167	240	0.645336688715339	0.999890601729745	loss	19.233	40.619	19.704	38.142	-2.218	0.067	2
9532	0	unknown	chr8	21959169	21959409	-0.771	-0.116408817427817	0.832	-0.591	240	0.854696401710919	0.999890601729745	loss	31.66	45.501	32.775	42.783	-2.16	0.386	2
9533	0	unknown	chr8	21959635	21959875	-0.572	0.101548052921407	0.371	-0.61	240	0.875193448673544	0.999890601729745	gain	31.184	43.604	32.275	40.979	-1.232	0.195	2
9534	0	unknown	chr8	21959968	21960208	-0.415	0.638076286648501	1.419	0.115	209	NA	NA	gain	19.969	20.047	20.478	18.584	-3.589	1.327	1
9535	0	unknown	chr8	21960256	21961936	-0.827	-0.163503437640706	0.585	-0.881	1669	0.798594174966583	0.999890601729745	loss	28.631	47.406	29.59	44.594	-2.665	0.945	2
9536	0	unknown	chr8	21964353	21965433	-1.138	-0.485442464074851	0.713	-1.102	1078	0.44422303458962	0.999890601729745	loss	27.297	50.123	28.186	47.177	-3.159	0.071	2
9537	0	unknown	chr8	21965629	21965869	-1.144	0.33797744483698	0.393	-1.006	110	NA	NA	gain	6.291	13.447	6.091	12.309	-2.08	-0.623	1
9539	0	unknown	chr8	21973123	21973363	-0.377	0.249354200419065	0.41	-0.348	240	0.687296225435493	0.999890601729745	gain	36.128	44.708	37.475	42.029	-1.5	0.379	2
9540	0	unknown	chr8	21973756	21973996	-0.381	0.937826758117808	0.592	-0.328	134	NA	NA	gain	11.589	14.237	11.664	13.06	-2.198	0.813	1
9542	0	unknown	chr8	21976399	21976855	-1.059	-0.12294216211214	0.596	-1.001	422	0.877417677111141	0.999890601729745	loss	16.428	32.098	16.754	30.04	-4.593	0.055	1
9543	0	unknown	chr8	21977217	21977457	-1.059	-0.0866879393035151	0.805	-1.079	240	0.915586821273288	0.999890601729745	loss	16.405	29.307	16.729	27.387	-3.299	0.368	1
9544	0	unknown	chr8	21977530	21977770	-0.989	0.32752824134252	1.821	0.006	198	NA	NA	gain	11.548	14.376	11.621	13.192	-5.025	0.753	1
9545	0	unknown	chr8	21977816	21978056	0.13	1.39718184099721	0.766	0.137	227	NA	NA	gain	14.585	13.535	14.815	12.392	-1.887	1.761	1
9546	0	unknown	chr8	21978169	21978529	-2.068	-0.977936667920894	0.916	-1.795	217	NA	NA	loss	8.425	29.225	8.336	27.309	-4.593	-0.475	1
9547	0	unknown	chr8	21978538	21978778	-0.965	-0.293080802837346	0.587	-0.746	240	0.649853045137737	0.999890601729745	loss	27.195	47.794	28.079	44.962	-2.383	-0.204	2
9548	0	unknown	chr8	21979045	21979285	0.387	1.06697631847042	0.889	0.764	240	0.100808736724354	0.999890601729745	gain	45.595	28.405	47.433	26.529	-1.887	1.408	2
9549	0	unknown	chr8	21979942	21980182	-0.634	0.687889306776797	0.822	-0.806	173	NA	NA	gain	9.941	15.755	9.931	14.503	-1.647	1.159	1
9550	0	unknown	chr8	21980226	21980466	-1.022	-0.205258343894976	0.501	-1.126	240	0.778174750256677	0.999890601729745	loss	19.914	39.155	20.421	36.75	-1.993	0.225	2
9551	0	unknown	chr8	21981123	21981363	-1.092	0.206992527371523	0.989	-0.91	204	NA	NA	gain	10.035	16.649	10.029	15.353	-3.017	0.461	1
9552	0	unknown	chr8	21982799	21983039	0.188	1.3772521857064	0.988	0.199	178	NA	NA	gain	16.972	15.001	17.326	13.787	-1.432	1.735	1
9553	0	unknown	chr8	21983049	21983289	-0.507	0.99743319545041	0.328	-0.489	50	NA	NA	gain	7.897	11.124	7.78	10.1	-0.829	0.348	1
9554	0	unknown	chr8	21984525	21985365	-1.163	-0.116905206446718	0.791	-1.109	793	NA	NA	loss	13.971	26.508	14.169	24.726	-4.207	0.418	1
9555	0	unknown	chr8	21986016	21986736	-1.156	-0.0912867807095696	0.8	-1.012	681	NA	NA	loss	13.56	25.696	13.737	23.954	-4.714	0.123	1
9556	0	unknown	chr8	21995911	21996348	-1.092	-0.264049209207222	0.854	-1.079	427	0.719434402315536	0.999890601729745	loss	19.274	38.714	19.747	36.33	-3.257	0.606	2
9557	0	unknown	chr8	21996385	21996625	-1.382	-0.00862654402572893	0.778	-1.384	165	NA	NA	loss	6.901	16.705	6.733	15.406	-3.057	0.006	1
9558	0	unknown	chr8	21996864	21997104	-1.388	-0.379247901347048	0.357	-1.363	233	0.651154828254296	0.999890601729745	loss	12.288	30.76	12.399	28.768	-2.323	-0.626	1
9559	0	unknown	chr8	21997415	21997842	-0.807	-0.380665615220453	0.433	-0.817	427	0.461605566856887	0.999890601729745	loss	41.625	70.769	43.258	66.806	-1.766	0.221	2
9560	0	unknown	chr8	21998053	21998293	-0.948	-0.718179825122595	0.558	-0.831	240	0.148289528977507	0.999890601729745	loss	54.587	100.785	56.892	95.342	-2.412	-0.058	3
9561	0	unknown	chr8	21998858	21999098	-0.68	0.0772853858617891	0.777	-0.738	240	0.911399256515046	0.999890601729745	gain	26.09	39.059	26.917	36.658	-2.406	0.734	2
9562	0	unknown	chr8	22005660	22006500	-1.259	-0.497555113833028	0.912	-1.012	833	0.475278486252231	0.999890601729745	loss	20.557	44.147	21.097	41.496	-5.025	0.334	2
9563	0	unknown	chr8	22008963	22009203	-1.056	-0.212369801238523	0.238	-1.065	240	0.775323453600209	0.999890601729745	loss	18.239	38.27	18.658	35.908	-1.674	-0.487	2
9564	0	unknown	chr8	22009307	22009547	-0.531	0.501778766194388	0.495	-0.594	240	0.556144553287695	0.999890601729745	gain	17.026	24.351	17.383	22.675	-1.544	0.576	1
9565	0	unknown	chr8	22011395	22011809	-0.782	-0.633715880816061	0.374	-0.834	414	0.194445423277024	0.999890601729745	loss	64.882	112.832	67.72	106.795	-1.648	0.218	3
9566	0	unknown	chr8	22011987	22012227	-0.562	-0.0805301137138386	0.461	-0.415	240	0.880659536076472	0.999890601729745	loss	42.791	59.842	44.483	56.417	-2.124	0.106	2
9567	0	unknown	chr8	22012819	22013059	-1.16	-0.530952137477142	0.453	-1.155	240	0.392566365677551	0.999890601729745	loss	25.072	55.406	25.846	52.2	-2.126	-0.083	2
9569	0	unknown	chr8	22019274	22019394	-0.33	1.10146968244494	0.112	-0.414	17	NA	NA	gain	9.504	11.947	9.471	10.882	-0.414	0.006	1
9570	0	unknown	chr8	22020045	22020285	-0.772	-0.321649132333963	0.499	-0.659	240	0.535848285033465	0.999890601729745	loss	40.842	67.191	42.433	63.404	-2.258	-0.014	2
9571	0	unknown	chr8	22020533	22020773	-1.403	-0.472048182404073	0.528	-1.248	240	0.552233562234337	0.999890601729745	loss	14.198	34.738	14.408	32.55	-3.075	-0.656	1
9572	0	unknown	chr8	22020883	22021123	-0.382	0.0979639186601152	0.808	-0.052	240	0.854853152256767	0.999890601729745	gain	49.327	53.561	51.358	50.446	-2.299	0.696	2
9573	0	unknown	chr8	22021422	22021602	-4.557	-2.78691528378755	0.061	-4.593	18	NA	NA	loss	0.5	11.778	0	10.722	-4.593	-4.462	1
9575	0	unknown	chr8	22031050	22031290	-0.636	0.0692716241124806	0.473	-0.806	240	0.917002008799058	0.999890601729745	gain	26.407	44.572	27.25	41.9	-1.401	0.522	2
9576	0	unknown	chr8	22033620	22033860	-0.912	-0.0703533624896365	0.77	-1.051	240	0.924555057069266	0.999890601729745	loss	21.071	35.623	21.637	33.392	-2.428	0.723	2
9577	0	unknown	chr8	22033983	22034223	-0.802	-0.188496784091071	0.276	-0.735	240	0.758120744860698	0.999890601729745	loss	29.833	52.733	30.854	49.658	-1.512	-0.231	2
9578	0	unknown	chr8	22034442	22034682	-0.729	0.677418517299827	1.037	-0.958	149	NA	NA	gain	8.725	13.63	8.651	12.483	-2.936	1.942	1
9579	0	unknown	chr8	22035296	22035536	-0.83	-0.341667756278998	0.473	-0.869	240	0.527167304512601	0.999890601729745	loss	39.455	62.024	40.975	58.492	-2.115	-0.019	2
9580	0	unknown	chr8	22037159	22037399	-0.957	-0.376997976563333	0.461	-0.782	240	0.524866063923825	0.999890601729745	loss	31.6	55.652	32.712	52.433	-2.066	-0.181	2
9581	0	unknown	chr8	22037817	22038057	-1.053	-0.517166601285592	0.486	-1.067	240	0.362188523223387	0.999890601729745	loss	31.442	62.397	32.546	58.846	-2.075	-0.166	2
9582	0	unknown	chr8	22049492	22049732	-1.47	-0.45963863103324	0.975	-1.13	239	0.584102522110141	0.999890601729745	loss	12.903	30.031	13.046	28.075	-4.825	-0.14	1
9583	0	unknown	chr8	22051508	22051748	-0.556	0.234964532059637	0.316	-0.493	240	0.742046446779644	0.999890601729745	gain	24.826	36.806	25.587	34.517	-1.438	0.281	2
9584	0	unknown	chr8	22051909	22052149	-0.807	-0.38537193365981	0.593	-1.047	240	0.455662776693214	0.999890601729745	loss	43.623	69.646	45.358	65.737	-1.584	0.369	2
9585	0	unknown	chr8	22052213	22052453	-0.813	-0.262802378757424	0.376	-0.835	240	0.648094222961752	0.999890601729745	loss	33.652	57.992	34.871	54.658	-1.606	0.218	2
9586	0	unknown	chr8	22052916	22053156	-1.54	-0.199525346036447	1.32	-1.034	233	NA	NA	loss	7.894	17.027	7.777	15.712	-4.928	0.233	1
9587	0	unknown	chr8	22054152	22054392	-0.896	0.132758674939221	0.735	-0.685	229	0.875918070170355	0.999890601729745	gain	14.819	26.833	15.061	25.035	-2.745	0.13	1
9588	0	unknown	chr8	22054791	22054971	-0.479	0.0635510867669097	0.437	-0.372	180	0.911444525882919	0.999890601729745	gain	40.129	52.677	41.683	49.606	-1.727	0.15	2
9589	0	unknown	chr8	22056529	22056649	-1.589	-0.362467104549348	0.7	-1.41	120	NA	NA	loss	7.567	22.501	7.433	20.917	-2.799	-0.605	1
9590	0	unknown	chr8	22056670	22056910	-1.254	-0.504010979523204	0.484	-1.247	240	0.465352546259983	0.999890601729745	loss	20.326	45.611	20.854	42.888	-2.684	-0.348	2
9591	0	unknown	chr8	22058552	22058792	-0.705	0.380326777062135	0.365	-0.774	194	NA	NA	gain	14.565	23.38	14.794	21.753	-1.717	0.086	1
9592	0	unknown	chr8	22059257	22059497	-1.226	-0.606684417559672	0.292	-1.2	240	0.324241028284978	0.999890601729745	loss	24.628	57.151	25.379	53.858	-1.818	-0.685	2
9593	0	unknown	chr8	22064309	22064549	-0.619	0.690175438077936	0.421	-0.623	150	NA	NA	gain	10.229	16.011	10.233	14.747	-1.25	0.686	1
9594	0	unknown	chr8	22064801	22065041	-0.98	0.0363987343495564	0.582	-1.042	225	0.965565446392383	0.999890601729745	gain	15.479	27.03	15.756	25.222	-2.255	0.09	1
9595	0	unknown	chr8	22066902	22067262	-1.058	-0.310866665520471	0.551	-0.997	321	0.65172865566632	0.999890601729745	loss	21.99	44.258	22.604	41.601	-2.5	-0.045	2
